candidate_id,rank,score,reasoning
CAND_001046,16,0.38663080798529875,"Strong Machine Learning Engineer background. 5.9 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000680,17,0.38580453873243414,"Strong Senior AI Engineer background. 6.1 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001311,18,0.38321700632799427,"Strong Senior ML Engineer background. 9.4 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001694,19,0.38166178554920743,"Strong Machine Learning Engineer background. 7.0 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001849,20,0.3784329175975027,"Strong Senior ML Engineer background. 5.7 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000425,21,0.37802904860763425,"Strong Deep Learning Engineer background. 5.0 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001140,22,0.3773970197006641,"Strong Deep Learning Engineer background. 6.5 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001816,23,0.37681698773872585,"Strong AI Research Engineer background. 9.6 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000009,24,0.37607648803095606,"Strong Senior ML Engineer background. 4.9 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000872,25,0.3757407055944144,"Strong Machine Learning Engineer background. 4.0 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001205,26,0.3755318841182426,"Strong AI Research Engineer background. 10.1 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000495,27,0.37485176694750644,"Strong Machine Learning Engineer background. 8.8 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001257,28,0.3744832208389648,"Strong Senior AI Engineer background. 4.8 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001394,29,0.37353643258421326,"Strong Machine Learning Engineer background. 8.3 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001947,30,0.3729207521699077,"Relevant Data Engineer background with transferable skills. 9.5 years experience — senior-level depth. Skills spanning ML/DL frameworks, data engineering, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000203,31,0.3724824680834231,"Applied Scientist with applicable experience. 8.6 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000255,32,0.3724427781540008,"Strong NLP Engineer background. 8.3 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000208,33,0.37215196928815863,"Strong Senior ML Engineer background. 3.0 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000297,34,0.3713789406167149,"Strong Machine Learning Engineer background. 7.0 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000699,35,0.3706283884120752,"Strong Machine Learning Engineer background. 11.5 years experience — senior-level depth. Skills spanning ML/DL frameworks, data engineering, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001879,36,0.3700446378141378,"Strong Senior Data Scientist background. 3.6 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001777,37,0.3699681788113045,"Applied Scientist with applicable experience. 9.3 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001066,38,0.36894916680411993,"Strong ML Platform Engineer background. 4.7 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000170,39,0.3686056519309946,"Strong NLP Engineer background. 4.9 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001369,40,0.3680552865158791,"Strong ML Platform Engineer background. 8.3 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Moderate engagement signals suggest availability. Concern: Profile sections show inconsistency."
CAND_000393,41,0.3678043040095215,"Strong ML Platform Engineer background. 6.0 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000462,42,0.3666441429232031,"Strong ML Platform Engineer background. 11.9 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000381,43,0.3663503164259896,"Strong NLP Engineer background. 4.3 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001974,44,0.365864441420613,"Relevant Backend Engineer background with transferable skills. 5.7 years experience — within ideal range. Skills spanning ML/DL frameworks, data engineering, and MLOps and deployment. Moderate engagement signals suggest availability. Concern: Profile sections show inconsistency."
CAND_000725,45,0.363131576882808,"Strong AI Research Engineer background. 4.0 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001952,46,0.362399843937455,"Strong NLP Engineer background. 10.8 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000137,47,0.36188899138842806,"Strong Senior Data Scientist background. 6.5 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000184,48,0.36154653174479295,"Strong AI Research Engineer background. 5.6 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Moderate engagement signals suggest availability. Concern: Profile sections show inconsistency."
CAND_001959,49,0.3611700446926342,"Strong Deep Learning Engineer background. 3.8 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001324,50,0.36074158803432643,"Strong AI Research Engineer background. 9.8 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001222,51,0.36067588025590797,"Strong Senior Data Scientist background. 5.9 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001115,52,0.36051803286593,"Strong ML Platform Engineer background. 7.6 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001956,53,0.36015433625794663,"Strong Deep Learning Engineer background. 7.6 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001617,54,0.3586728096842953,"Strong NLP Engineer background. 8.0 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Moderate engagement signals suggest availability. Concern: Profile sections show inconsistency."
CAND_001897,55,0.3584610526617469,"Strong Senior Data Scientist background. 9.1 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Location (San Francisco, USA) not preferred; Profile sections show inconsistency."
CAND_000620,56,0.35790397113586014,"Strong Senior Data Scientist background. 8.4 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001954,57,0.35722247631228304,"Strong NLP Engineer background. 8.2 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001527,58,0.3571883391665818,"Strong Senior AI Engineer background. 9.9 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001900,59,0.3570512075467298,"Strong Deep Learning Engineer background. 5.9 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000559,60,0.35705068504522364,"Strong NLP Engineer background. 7.8 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001380,61,0.3570390522767966,"Applied Scientist with applicable experience. 5.5 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000460,62,0.3568612289615239,"Relevant Data Engineer background with transferable skills. 8.2 years experience — within ideal range. Skills spanning ML/DL frameworks, MLOps and deployment, and cloud infrastructure. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000405,63,0.35599565663940885,"Strong AI Research Engineer background. 4.9 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001928,64,0.355737368037811,"Strong NLP Engineer background. 8.7 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000519,65,0.35404991280942477,"Strong Deep Learning Engineer background. 10.2 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001576,66,0.3530078326140672,"Applied Scientist with applicable experience. 7.8 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001042,67,0.352555852713486,"Strong Senior ML Engineer background. 3.0 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000368,68,0.3520681357056538,"Strong ML Platform Engineer background. 7.9 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Moderate engagement signals suggest availability. Concern: Profile sections show inconsistency."
CAND_000246,69,0.35182738464000113,"Strong Senior AI Engineer background. 11.8 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001628,70,0.35178163150429353,"Relevant Backend Engineer background with transferable skills. 5.3 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001965,71,0.3501528239867825,"Relevant Backend Engineer background with transferable skills. 8.3 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Limited skill overlap with requirements; Profile sections show inconsistency."
CAND_001846,72,0.3500208614341339,"Strong Senior Data Scientist background. 7.4 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000967,73,0.34985458392164936,"Strong Senior AI Engineer background. 7.8 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001388,74,0.34969186248370876,"Strong Machine Learning Engineer background. 10.5 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001739,75,0.34841173125488456,"Applied Scientist with applicable experience. 10.7 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001493,76,0.34780948622562285,"Relevant Backend Engineer background with transferable skills. 7.3 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Limited skill overlap with requirements; Profile sections show inconsistency."
CAND_000288,77,0.34728810013250394,"Strong Senior Data Scientist background. 10.5 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001399,78,0.3471636922534838,"Strong AI Research Engineer background. 11.3 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000884,79,0.3467074069007901,"Strong Senior Data Scientist background. 9.0 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000568,80,0.34662364565703313,"Strong Machine Learning Engineer background. 12.1 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001976,81,0.3461013127756746,Relevant Data Engineer background with transferable skills. 8.4 years experience — within ideal range. Skills spanning ML/DL frameworks and retrieval and ranking. Recent activity and strong engagement signals indicate high availability. Concern: Limited skill overlap with requirements; Profile sections show inconsistency.
CAND_001745,82,0.34577145995586867,"Strong Deep Learning Engineer background. 8.5 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000569,83,0.3457139983470683,"Strong ML Platform Engineer background. 9.3 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001607,84,0.3454995031269249,"Strong Senior Data Scientist background. 3.8 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Moderate engagement signals suggest availability. Concern: Profile sections show inconsistency."
CAND_000508,85,0.3454589394605886,"Strong Senior AI Engineer background. 9.4 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001611,86,0.3447988356453345,"Strong AI Research Engineer background. 5.1 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001989,87,0.34383455375384653,"Relevant Data Engineer background with transferable skills. 9.8 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Limited skill overlap with requirements; Profile sections show inconsistency."
CAND_001734,88,0.34371758287320564,"Relevant Software Engineer background with transferable skills. 9.7 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Limited skill overlap with requirements; Profile sections show inconsistency."
CAND_000398,89,0.34369641758314895,"Strong Deep Learning Engineer background. 8.3 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Location (Toronto, Canada) not preferred; Profile sections show inconsistency."
CAND_000965,90,0.34296404706606143,"Strong AI Research Engineer background. 11.7 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001605,91,0.3429296882688151,"Strong Machine Learning Engineer background. 10.6 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000515,92,0.3427755156758876,"Strong AI Research Engineer background. 6.5 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and MLOps and deployment. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000307,93,0.3427127908348511,"Strong Senior AI Engineer background. 10.3 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001259,94,0.3425958266629301,"Strong Machine Learning Engineer background. 6.3 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000325,95,0.34247610640837617,"Strong Deep Learning Engineer background. 4.2 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001889,96,0.34181221229221503,"Strong ML Platform Engineer background. 5.9 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Location (Toronto, Canada) not preferred; Profile sections show inconsistency."
CAND_000550,97,0.3412797954656421,"Relevant Software Engineer background with transferable skills. 8.6 years experience — within ideal range. Skills spanning ML/DL frameworks, data engineering, and retrieval and ranking. Moderate engagement signals suggest availability. Concern: Profile sections show inconsistency."
CAND_000988,98,0.34117175378382175,"Strong Senior Data Scientist background. 4.3 years experience — approaching target range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_000873,99,0.34081019763150583,"Strong Senior AI Engineer background. 11.1 years experience — senior-level depth. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Recent activity and strong engagement signals indicate high availability. Concern: Profile sections show inconsistency."
CAND_001110,100,0.3402331532838515,"Strong Senior Data Scientist background. 7.1 years experience — within ideal range. Skills spanning ML/DL frameworks, NLP and language models, and data engineering. Moderate engagement signals suggest availability. Concern: Profile sections show inconsistency."
