candidate_id,headline,summary,current_title,skills,career_history,education,location,years_of_experience,behavioral_signals,salary_min,salary_max
CAND_000187,DevOps Engineer | Acme AI,"10.2 years of experience in data science. Skilled in deep learning, machine learning, data pipelines, vector databases.",DevOps Engineer,"[{""name"": ""deep learning"", ""endorsements"": 17, ""duration_months"": 30, ""proficiency"": ""expert""}, {""name"": ""machine learning"", ""endorsements"": 9, ""duration_months"": 57, ""proficiency"": ""expert""}, {""name"": ""data pipelines"", ""endorsements"": 20, ""duration_months"": 21, ""proficiency"": ""beginner""}, {""name"": ""vector databases"", ""endorsements"": 2, ""duration_months"": 54, ""proficiency"": ""beginner""}, {""name"": ""natural language processing"", ""endorsements"": 2, ""duration_months"": 44, ""proficiency"": ""beginner""}, {""name"": ""fastapi"", ""endorsements"": 19, ""duration_months"": 29, ""proficiency"": ""beginner""}, {""name"": ""a/b testing"", ""endorsements"": 15, ""duration_months"": 50, ""proficiency"": ""beginner""}]","[{""title"": ""DevOps Engineer"", ""company"": ""Helix AI"", ""start_date"": ""2022-01-01"", ""end_date"": """", ""duration_months"": 24, ""is_current"": true, ""description"": ""Contributed to internal tooling and APIs.""}, {""title"": ""Data Analyst"", ""company"": ""Acme AI"", ""start_date"": ""2019-01-01"", ""end_date"": ""2021-12-31"", ""duration_months"": 24, ""is_current"": false, ""description"": """"}, {""title"": ""Data Engineer"", ""company"": ""Crestline Data"", ""start_date"": ""2016-01-01"", ""end_date"": ""2018-12-31"", ""duration_months"": 24, ""is_current"": false, ""description"": ""Led a team delivering NLP-based search features.""}, {""title"": ""Backend Engineer"", ""company"": ""Helix AI"", ""start_date"": ""2013-01-01"", ""end_date"": ""2015-12-31"", ""duration_months"": 25, ""is_current"": false, ""description"": ""Contributed to internal tooling and APIs.""}, {""title"": ""Full Stack Developer"", ""company"": ""Nimbus Labs"", ""start_date"": ""2010-01-01"", ""end_date"": ""2012-12-31"", ""duration_months"": 25, ""is_current"": false, ""description"": ""Led a team delivering NLP-based search features.""}]","[{""degree"": ""B.Sc"", ""field_of_study"": ""Mathematics"", ""institution"": ""IIT Bombay"", ""year"": 2019}]",Gurugram,10.2,"{""last_active_date"": ""2021-06-01"", ""recruiter_response_rate"": 0.08, ""avg_response_time_hours"": 264.1, ""interview_completion_rate"": 0.14, ""offer_acceptance_rate"": 0.15, ""verified_email"": false, ""verified_phone"": false, ""linkedin_connected"": false}",2130000.0,2736000.0
CAND_000188,Backend Engineer | Pinnacle Soft,"4.0 years of experience in software engineering. Skilled in tensorflow, python, retrieval systems.",Backend Engineer,"[{""name"": ""tensorflow"", ""endorsements"": 4, ""duration_months"": 53, ""proficiency"": ""advanced""}, {""name"": ""python"", ""endorsements"": 16, ""duration_months"": 55, ""proficiency"": ""advanced""}, {""name"": ""retrieval systems"", ""endorsements"": 10, ""duration_months"": 13, ""proficiency"": ""expert""}]","[{""title"": ""Backend Engineer"", ""company"": ""Northstar Robotics"", ""start_date"": ""2023-01-01"", ""end_date"": """", ""duration_months"": 16, ""is_current"": true, ""description"": ""Worked on data infrastructure and ETL pipelines.""}, {""title"": ""Backend Engineer"", ""company"": ""Indus Cloud"", ""start_date"": ""2021-01-01"", ""end_date"": ""2022-12-31"", ""duration_months"": 16, ""is_current"": false, ""description"": """"}, {""title"": ""Full Stack Developer"", ""company"": ""Acme AI"", ""start_date"": ""2019-01-01"", ""end_date"": ""2020-12-31"", ""duration_months"": 16, ""is_current"": false, ""description"": ""Contributed to internal tooling and APIs.""}]","[{""degree"": ""M.S."", ""field_of_study"": ""Artificial Intelligence"", ""institution"": ""Delhi University"", ""year"": 2020}]","London, UK",4.0,"{""last_active_date"": ""2022-01-01"", ""recruiter_response_rate"": 0.08, ""avg_response_time_hours"": 163.6, ""interview_completion_rate"": 0.03, ""offer_acceptance_rate"": 0.05, ""verified_email"": false, ""verified_phone"": false, ""linkedin_connected"": false}",1657000.0,2362000.0
CAND_000189,Graphic Designer | Indus Cloud,"15.1 years of experience in machine learning. Skilled in deep learning, pytorch, photoshop.",Graphic Designer,"[{""name"": ""deep learning"", ""endorsements"": 0, ""duration_months"": 30, ""proficiency"": ""beginner""}, {""name"": ""pytorch"", ""endorsements"": 20, ""duration_months"": 52, ""proficiency"": ""intermediate""}, {""name"": ""photoshop"", ""endorsements"": 0, ""duration_months"": 42, ""proficiency"": ""beginner""}]","[{""title"": ""Graphic Designer"", ""company"": ""Crestline Data"", ""start_date"": ""2021-01-01"", ""end_date"": """", ""duration_months"": 36, ""is_current"": true, ""description"": ""Built and shipped production ML pipelines.""}, {""title"": ""Content Writer"", ""company"": ""Pinnacle Soft"", ""start_date"": ""2017-01-01"", ""end_date"": ""2020-12-31"", ""duration_months"": 36, ""is_current"": false, ""description"": ""Led a team delivering NLP-based search features.""}, {""title"": ""HR Manager"", ""company"": ""Skyline ML"", ""start_date"": ""2013-01-01"", ""end_date"": ""2016-12-31"", ""duration_months"": 36, ""is_current"": false, ""description"": """"}, {""title"": ""Sales Executive"", ""company"": ""Quanta Systems"", ""start_date"": ""2009-01-01"", ""end_date"": ""2012-12-31"", ""duration_months"": 36, ""is_current"": false, ""description"": ""Led a team delivering NLP-based search features.""}, {""title"": ""Content Writer"", ""company"": ""Vertex Analytics"", ""start_date"": ""2005-01-01"", ""end_date"": ""2008-12-31"", ""duration_months"": 37, ""is_current"": false, ""description"": ""Owned end-to-end deployment of recommendation models.""}]","[{""degree"": ""M.Tech"", ""field_of_study"": ""Information Technology"", ""institution"": ""VIT Vellore"", ""year"": 2015}]",Kolkata,15.1,"{""last_active_date"": ""2026-04-01"", ""recruiter_response_rate"": 0.54, ""avg_response_time_hours"": 42.1, ""interview_completion_rate"": 0.48, ""offer_acceptance_rate"": 0.32, ""verified_email"": true, ""verified_phone"": true, ""linkedin_connected"": true}",989000.0,1931000.0
CAND_000190,AI Research Engineer | Pinnacle Soft,"6.8 years of experience in AI systems. Skilled in airflow, natural language processing, pytorch, sql.",AI Research Engineer,"[{""name"": ""airflow"", ""endorsements"": 14, ""duration_months"": 54, ""proficiency"": ""intermediate""}, {""name"": ""natural language processing"", ""endorsements"": 5, ""duration_months"": 22, ""proficiency"": ""beginner""}, {""name"": ""pytorch"", ""endorsements"": 5, ""duration_months"": 45, ""proficiency"": ""beginner""}, {""name"": ""sql"", ""endorsements"": 3, ""duration_months"": 24, ""proficiency"": ""advanced""}, {""name"": ""embeddings"", ""endorsements"": 15, ""duration_months"": 42, ""proficiency"": ""beginner""}, {""name"": ""data pipelines"", ""endorsements"": 5, ""duration_months"": 36, ""proficiency"": ""advanced""}, {""name"": ""machine learning"", ""endorsements"": 3, ""duration_months"": 15, ""proficiency"": ""beginner""}, {""name"": ""python"", ""endorsements"": 17, ""duration_months"": 4, ""proficiency"": ""intermediate""}, {""name"": ""model deployment"", ""endorsements"": 6, ""duration_months"": 58, ""proficiency"": ""advanced""}, {""name"": ""aws"", ""endorsements"": 3, ""duration_months"": 60, ""proficiency"": ""intermediate""}, {""name"": ""recommendation systems"", ""endorsements"": 0, ""duration_months"": 23, ""proficiency"": ""intermediate""}, {""name"": ""tensorflow"", ""endorsements"": 7, ""duration_months"": 8, ""proficiency"": ""intermediate""}, {""name"": ""azure"", ""endorsements"": 8, ""duration_months"": 20, ""proficiency"": ""expert""}]","[{""title"": ""AI Research Engineer"", ""company"": ""Nimbus Labs"", ""start_date"": ""2023-01-01"", ""end_date"": """", ""duration_months"": 20, ""is_current"": true, ""description"": ""Owned end-to-end deployment of recommendation models.""}, {""title"": ""ML Platform Engineer"", ""company"": ""Skyline ML"", ""start_date"": ""2021-01-01"", ""end_date"": ""2022-12-31"", ""duration_months"": 20, ""is_current"": false, ""description"": ""Owned end-to-end deployment of recommendation models.""}, {""title"": ""Applied Scientist"", ""company"": ""Pinnacle Soft"", ""start_date"": ""2019-01-01"", ""end_date"": ""2020-12-31"", ""duration_months"": 20, ""is_current"": false, ""description"": ""Worked on data infrastructure and ETL pipelines.""}, {""title"": ""Senior Data Scientist"", ""company"": ""Northstar Robotics"", ""start_date"": ""2017-01-01"", ""end_date"": ""2018-12-31"", ""duration_months"": 21, ""is_current"": false, ""description"": ""Worked on data infrastructure and ETL pipelines.""}]","[{""degree"": ""M.Tech"", ""field_of_study"": ""Electrical Engineering"", ""institution"": ""IIT Delhi"", ""year"": 2014}]",Noida,6.8,"{""last_active_date"": ""2026-04-01"", ""recruiter_response_rate"": 0.57, ""avg_response_time_hours"": 37.5, ""interview_completion_rate"": 0.52, ""offer_acceptance_rate"": 0.48, ""verified_email"": false, ""verified_phone"": true, ""linkedin_connected"": false}",1537000.0,2094000.0
CAND_000191,Senior AI Engineer | Northstar Robotics,"9.5 years of experience in machine learning. Skilled in docker, kubernetes, retrieval systems, natural language processing.",Senior AI Engineer,"[{""name"": ""docker"", ""endorsements"": 3, ""duration_months"": 14, ""proficiency"": ""advanced""}, {""name"": ""kubernetes"", ""endorsements"": 13, ""duration_months"": 53, ""proficiency"": ""intermediate""}, {""name"": ""retrieval systems"", ""endorsements"": 11, ""duration_months"": 18, ""proficiency"": ""beginner""}, {""name"": ""natural language processing"", ""endorsements"": 6, ""duration_months"": 45, ""proficiency"": ""advanced""}, {""name"": ""pytorch"", ""endorsements"": 11, ""duration_months"": 12, ""proficiency"": ""advanced""}, {""name"": ""sql"", ""endorsements"": 3, ""duration_months"": 3, ""proficiency"": ""advanced""}, {""name"": ""embeddings"", ""endorsements"": 22, ""duration_months"": 3, ""proficiency"": ""advanced""}, {""name"": ""deep learning"", ""endorsements"": 6, ""duration_months"": 32, ""proficiency"": ""advanced""}, {""name"": ""model deployment"", ""endorsements"": 7, ""duration_months"": 38, ""proficiency"": ""beginner""}, {""name"": ""transformers"", ""endorsements"": 12, ""duration_months"": 21, ""proficiency"": ""intermediate""}, {""name"": ""python"", ""endorsements"": 16, ""duration_months"": 16, ""proficiency"": ""beginner""}, {""name"": ""machine learning"", ""endorsements"": 17, ""duration_months"": 20, ""proficiency"": ""beginner""}, {""name"": ""data pipelines"", ""endorsements"": 18, ""duration_months"": 60, ""proficiency"": ""expert""}, {""name"": ""mlops"", ""endorsements"": 21, ""duration_months"": 51, ""proficiency"": ""expert""}, {""name"": ""gcp"", ""endorsements"": 10, ""duration_months"": 55, ""proficiency"": ""advanced""}, {""name"": ""tensorflow"", ""endorsements"": 6, ""duration_months"": 15, ""proficiency"": ""beginner""}, {""name"": ""ci/cd"", ""endorsements"": 25, ""duration_months"": 34, ""proficiency"": ""expert""}]","[{""title"": ""Senior AI Engineer"", ""company"": ""Bluepeak Tech"", ""start_date"": ""2023-01-01"", ""end_date"": """", ""duration_months"": 22, ""is_current"": true, ""description"": ""Worked on data infrastructure and ETL pipelines.""}, {""title"": ""Machine Learning Engineer"", ""company"": ""Nimbus Labs"", ""start_date"": ""2021-01-01"", ""end_date"": ""2022-12-31"", ""duration_months"": 23, ""is_current"": false, ""description"": ""Worked on data infrastructure and ETL pipelines.""}, {""title"": ""Senior ML Engineer"", ""company"": ""Indus Cloud"", ""start_date"": ""2019-01-01"", ""end_date"": ""2020-12-31"", ""duration_months"": 23, ""is_current"": false, ""description"": ""Owned end-to-end deployment of recommendation models.""}, {""title"": ""Senior Data Scientist"", ""company"": ""Vertex Analytics"", ""start_date"": ""2017-01-01"", ""end_date"": ""2018-12-31"", ""duration_months"": 23, ""is_current"": false, ""description"": ""Contributed to internal tooling and APIs.""}, {""title"": ""Senior AI Engineer"", ""company"": ""Bluepeak Tech"", ""start_date"": ""2015-01-01"", ""end_date"": ""2016-12-31"", ""duration_months"": 23, ""is_current"": false, ""description"": ""Built and shipped production ML pipelines.""}]","[{""degree"": ""MBA"", ""field_of_study"": ""Statistics"", ""institution"": ""VIT Vellore"", ""year"": 2008}]",Mumbai,9.5,"{""last_active_date"": ""2021-06-01"", ""recruiter_response_rate"": 0.03, ""avg_response_time_hours"": 293.4, ""interview_completion_rate"": 0.01, ""offer_acceptance_rate"": 0.11, ""verified_email"": false, ""verified_phone"": false, ""linkedin_connected"": false}",1374000.0,1587000.0
CAND_000192,QA Engineer | Bluepeak Tech,"4.1 years of experience in machine learning. Skilled in machine learning, negotiation, airflow.",QA Engineer,"[{""name"": ""machine learning"", ""endorsements"": 9, ""duration_months"": 47, ""proficiency"": ""expert""}, {""name"": ""negotiation"", ""endorsements"": 15, ""duration_months"": 57, ""proficiency"": ""beginner""}, {""name"": ""airflow"", ""endorsements"": 11, ""duration_months"": 42, ""proficiency"": ""beginner""}]","[{""title"": ""QA Engineer"", ""company"": ""Vertex Analytics"", ""start_date"": ""2023-01-01"", ""end_date"": """", ""duration_months"": 16, ""is_current"": true, ""description"": ""Built and shipped production ML pipelines.""}, {""title"": ""QA Engineer"", ""company"": ""Quanta Systems"", ""start_date"": ""2021-01-01"", ""end_date"": ""2022-12-31"", ""duration_months"": 16, ""is_current"": false, ""description"": ""Built and shipped production ML pipelines.""}, {""title"": ""Sales Executive"", ""company"": ""Pinnacle Soft"", ""start_date"": ""2019-01-01"", ""end_date"": ""2020-12-31"", ""duration_months"": 17, ""is_current"": false, ""description"": """"}]","[{""degree"": ""M.S."", ""field_of_study"": ""Artificial Intelligence"", ""institution"": ""IIT Delhi"", ""year"": 2010}]",Delhi NCR,4.1,"{""last_active_date"": ""2026-06-15"", ""recruiter_response_rate"": 0.97, ""avg_response_time_hours"": 9.5, ""interview_completion_rate"": 0.97, ""offer_acceptance_rate"": 0.99, ""verified_email"": true, ""verified_phone"": false, ""linkedin_connected"": false}",988000.0,1946000.0
CAND_000193,Data Engineer | Bluepeak Tech,"8.7 years of experience in AI systems. Skilled in deep learning, model deployment, data pipelines, aws.",Data Engineer,"[{""name"": ""deep learning"", ""endorsements"": 24, ""duration_months"": 40, ""proficiency"": ""expert""}, {""name"": ""model deployment"", ""endorsements"": 20, ""duration_months"": 31, ""proficiency"": ""beginner""}, {""name"": ""data pipelines"", ""endorsements"": 16, ""duration_months"": 36, ""proficiency"": ""intermediate""}, {""name"": ""aws"", ""endorsements"": 18, ""duration_months"": 33, ""proficiency"": ""expert""}, {""name"": ""python"", ""endorsements"": 8, ""duration_months"": 23, ""proficiency"": ""expert""}, {""name"": ""large language models"", ""endorsements"": 7, ""duration_months"": 8, ""proficiency"": ""advanced""}]","[{""title"": ""Data Engineer"", ""company"": ""Pinnacle Soft"", ""start_date"": ""2023-01-01"", ""end_date"": """", ""duration_months"": 20, ""is_current"": true, ""description"": ""Built and shipped production ML pipelines.""}, {""title"": ""Data Engineer"", ""company"": ""Northstar Robotics"", ""start_date"": ""2021-01-01"", ""end_date"": ""2022-12-31"", ""duration_months"": 21, ""is_current"": false, ""description"": ""Led a team delivering NLP-based search features.""}, {""title"": ""DevOps Engineer"", ""company"": ""Skyline ML"", ""start_date"": ""2019-01-01"", ""end_date"": ""2020-12-31"", ""duration_months"": 21, ""is_current"": false, ""description"": """"}, {""title"": ""Backend Engineer"", ""company"": ""Pinnacle Soft"", ""start_date"": ""2017-01-01"", ""end_date"": ""2018-12-31"", ""duration_months"": 21, ""is_current"": false, ""description"": ""Built and shipped production ML pipelines.""}, {""title"": ""Software Engineer"", ""company"": ""Helix AI"", ""start_date"": ""2015-01-01"", ""end_date"": ""2016-12-31"", ""duration_months"": 21, ""is_current"": false, ""description"": ""Built and shipped production ML pipelines.""}]","[{""degree"": ""M.Tech"", ""field_of_study"": ""Computer Science"", ""institution"": ""Delhi University"", ""year"": 2014}]",Ahmedabad,8.7,"{""last_active_date"": ""2026-04-01"", ""recruiter_response_rate"": 0.42, ""avg_response_time_hours"": 47.4, ""interview_completion_rate"": 0.5, ""offer_acceptance_rate"": 0.54, ""verified_email"": false, ""verified_phone"": false, ""linkedin_connected"": true}",1914000.0,2792000.0
CAND_000194,ML Platform Engineer | Pinnacle Soft,"10.4 years of experience in data science. Skilled in llm, sentence transformers, natural language processing, pytorch.",ML Platform Engineer,"[{""name"": ""llm"", ""endorsements"": 0, ""duration_months"": 60, ""proficiency"": ""expert""}, {""name"": ""sentence transformers"", ""endorsements"": 5, ""duration_months"": 20, ""proficiency"": ""beginner""}, {""name"": ""natural language processing"", ""endorsements"": 15, ""duration_months"": 45, ""proficiency"": ""expert""}, {""name"": ""pytorch"", ""endorsements"": 11, ""duration_months"": 19, ""proficiency"": ""beginner""}, {""name"": ""deep learning"", ""endorsements"": 17, ""duration_months"": 8, ""proficiency"": ""advanced""}, {""name"": ""model deployment"", ""endorsements"": 13, ""duration_months"": 16, ""proficiency"": ""intermediate""}, {""name"": ""python"", ""endorsements"": 12, ""duration_months"": 35, ""proficiency"": ""expert""}, {""name"": ""data pipelines"", ""endorsements"": 16, ""duration_months"": 24, ""proficiency"": ""beginner""}, {""name"": ""machine learning"", ""endorsements"": 14, ""duration_months"": 20, ""proficiency"": ""advanced""}, {""name"": ""transformers"", ""endorsements"": 3, ""duration_months"": 6, ""proficiency"": ""expert""}, {""name"": ""mlops"", ""endorsements"": 23, ""duration_months"": 30, ""proficiency"": ""intermediate""}, {""name"": ""tensorflow"", ""endorsements"": 9, ""duration_months"": 15, ""proficiency"": ""expert""}, {""name"": ""spark"", ""endorsements"": 5, ""duration_months"": 41, ""proficiency"": ""advanced""}, {""name"": ""ci/cd"", ""endorsements"": 16, ""duration_months"": 41, ""proficiency"": ""expert""}]","[{""title"": ""ML Platform Engineer"", ""company"": ""Crestline Data"", ""start_date"": ""2022-01-01"", ""end_date"": """", ""duration_months"": 24, ""is_current"": true, ""description"": ""Built and shipped production ML pipelines.""}, {""title"": ""Senior AI Engineer"", ""company"": ""Skyline ML"", ""start_date"": ""2019-01-01"", ""end_date"": ""2021-12-31"", ""duration_months"": 25, ""is_current"": false, ""description"": ""Led a team delivering NLP-based search features.""}, {""title"": ""Machine Learning Engineer"", ""company"": ""Vertex Analytics"", ""start_date"": ""2016-01-01"", ""end_date"": ""2018-12-31"", ""duration_months"": 25, ""is_current"": false, ""description"": ""Built and shipped production ML pipelines.""}, {""title"": ""Senior AI Engineer"", ""company"": ""Acme AI"", ""start_date"": ""2013-01-01"", ""end_date"": ""2015-12-31"", ""duration_months"": 25, ""is_current"": false, ""description"": ""Contributed to internal tooling and APIs.""}, {""title"": ""Deep Learning Engineer"", ""company"": ""Vertex Analytics"", ""start_date"": ""2010-01-01"", ""end_date"": ""2012-12-31"", ""duration_months"": 25, ""is_current"": false, ""description"": ""Built and shipped production ML pipelines.""}]","[{""degree"": ""PhD"", ""field_of_study"": ""Computer Science"", ""institution"": ""NIT Trichy"", ""year"": 2015}]",Jaipur,10.4,"{""last_active_date"": """", ""recruiter_response_rate"": 0.14, ""avg_response_time_hours"": 178.4, ""interview_completion_rate"": 0.02, ""offer_acceptance_rate"": 0.15, ""verified_email"": false, ""verified_phone"": false, ""linkedin_connected"": false}",1642000.0,1979000.0
CAND_000195,Data Analyst | Pinnacle Soft,"5.0 years of experience in data science. Skilled in docker, deep learning, machine learning, aws.",Data Analyst,"[{""name"": ""docker"", ""endorsements"": 21, ""duration_months"": 7, ""proficiency"": ""intermediate""}, {""name"": ""deep learning"", ""endorsements"": 5, ""duration_months"": 24, ""proficiency"": ""expert""}, {""name"": ""machine learning"", ""endorsements"": 4, ""duration_months"": 3, ""proficiency"": ""expert""}, {""name"": ""aws"", ""endorsements"": 13, ""duration_months"": 24, ""proficiency"": ""beginner""}, {""name"": ""vector databases"", ""endorsements"": 5, ""duration_months"": 19, ""proficiency"": ""beginner""}, {""name"": ""sentence transformers"", ""endorsements"": 5, ""duration_months"": 46, ""proficiency"": ""beginner""}]","[{""title"": ""Data Analyst"", ""company"": ""Orbit Software"", ""start_date"": ""2023-01-01"", ""end_date"": """", ""duration_months"": 20, ""is_current"": true, ""description"": ""Worked on data infrastructure and ETL pipelines.""}, {""title"": ""Data Analyst"", ""company"": ""Acme AI"", ""start_date"": ""2021-01-01"", ""end_date"": ""2022-12-31"", ""duration_months"": 20, ""is_current"": false, ""description"": ""Worked on data infrastructure and ETL pipelines.""}, {""title"": ""Backend Engineer"", ""company"": ""Helix AI"", ""start_date"": ""2019-01-01"", ""end_date"": ""2020-12-31"", ""duration_months"": 20, ""is_current"": false, ""description"": ""Built and shipped production ML pipelines.""}]","[{""degree"": ""B.Tech"", ""field_of_study"": ""Statistics"", ""institution"": ""IIT Bombay"", ""year"": 2017}]",Kolkata,5.0,"{""last_active_date"": """", ""recruiter_response_rate"": 0.1, ""avg_response_time_hours"": 251.0, ""interview_completion_rate"": 0.16, ""offer_acceptance_rate"": 0.02, ""verified_email"": false, ""verified_phone"": false, ""linkedin_connected"": false}",1569000.0,2357000.0
CAND_000196,ML Platform Engineer | Skyline ML,"3.2 years of experience in machine learning. Skilled in airflow, retrieval systems, sentence transformers, pytorch.",ML Platform Engineer,"[{""name"": ""airflow"", ""endorsements"": 18, ""duration_months"": 50, ""proficiency"": ""expert""}, {""name"": ""retrieval systems"", ""endorsements"": 11, ""duration_months"": 16, ""proficiency"": ""beginner""}, {""name"": ""sentence transformers"", ""endorsements"": 6, ""duration_months"": 27, ""proficiency"": ""beginner""}, {""name"": ""pytorch"", ""endorsements"": 8, ""duration_months"": 59, ""proficiency"": ""expert""}, {""name"": ""natural language processing"", ""endorsements"": 16, ""duration_months"": 14, ""proficiency"": ""advanced""}, {""name"": ""tensorflow"", ""endorsements"": 21, ""duration_months"": 25, ""proficiency"": ""advanced""}, {""name"": ""large language models"", ""endorsements"": 12, ""duration_months"": 40, ""proficiency"": ""expert""}, {""name"": ""data pipelines"", ""endorsements"": 8, ""duration_months"": 22, ""proficiency"": ""intermediate""}, {""name"": ""deep learning"", ""endorsements"": 1, ""duration_months"": 40, ""proficiency"": ""advanced""}, {""name"": ""transformers"", ""endorsements"": 19, ""duration_months"": 10, ""proficiency"": ""expert""}, {""name"": ""mlops"", ""endorsements"": 25, ""duration_months"": 32, ""proficiency"": ""advanced""}, {""name"": ""gcp"", ""endorsements"": 9, ""duration_months"": 10, ""proficiency"": ""beginner""}, {""name"": ""python"", ""endorsements"": 15, ""duration_months"": 46, ""proficiency"": ""intermediate""}, {""name"": ""llm"", ""endorsements"": 14, ""duration_months"": 46, ""proficiency"": ""intermediate""}]","[{""title"": ""ML Platform Engineer"", ""company"": ""Bluepeak Tech"", ""start_date"": ""2023-01-01"", ""end_date"": """", ""duration_months"": 19, ""is_current"": true, ""description"": ""Contributed to internal tooling and APIs.""}, {""title"": ""ML Platform Engineer"", ""company"": ""Skyline ML"", ""start_date"": ""2021-01-01"", ""end_date"": ""2022-12-31"", ""duration_months"": 19, ""is_current"": false, ""description"": ""Led a team delivering NLP-based search features.""}]","[{""degree"": ""B.E."", ""field_of_study"": ""Mathematics"", ""institution"": ""NIT Trichy"", ""year"": 2010}]",Noida,3.2,"{""last_active_date"": ""2026-04-01"", ""recruiter_response_rate"": 0.3, ""avg_response_time_hours"": 26.0, ""interview_completion_rate"": 0.48, ""offer_acceptance_rate"": 0.48, ""verified_email"": true, ""verified_phone"": true, ""linkedin_connected"": true}",885000.0,1195000.0
CAND_000197,Content Writer | Northstar Robotics,"7.3 years of experience in software engineering. Skilled in customer service, photoshop, salesforce.",Content Writer,"[{""name"": ""customer service"", ""endorsements"": 13, ""duration_months"": 40, ""proficiency"": ""beginner""}, {""name"": ""photoshop"", ""endorsements"": 9, ""duration_months"": 17, ""proficiency"": ""beginner""}, {""name"": ""salesforce"", ""endorsements"": 15, ""duration_months"": 25, ""proficiency"": ""intermediate""}]","[{""title"": ""Content Writer"", ""company"": ""Skyline ML"", ""start_date"": ""2023-01-01"", ""end_date"": """", ""duration_months"": 21, ""is_current"": true, ""description"": ""Worked on data infrastructure and ETL pipelines.""}, {""title"": ""HR Manager"", ""company"": ""Crestline Data"", ""start_date"": ""2021-01-01"", ""end_date"": ""2022-12-31"", ""duration_months"": 22, ""is_current"": false, ""description"": ""Built and shipped production ML pipelines.""}, {""title"": ""Sales Executive"", ""company"": ""Bluepeak Tech"", ""start_date"": ""2019-01-01"", ""end_date"": ""2020-12-31"", ""duration_months"": 22, ""is_current"": false, ""description"": ""Contributed to internal tooling and APIs.""}, {""title"": ""Sales Executive"", ""company"": ""Quanta Systems"", ""start_date"": ""2017-01-01"", ""end_date"": ""2018-12-31"", ""duration_months"": 22, ""is_current"": false, ""description"": ""Contributed to internal tooling and APIs.""}]","[{""degree"": ""M.S."", ""field_of_study"": ""Mechanical Engineering"", ""institution"": ""NIT Trichy"", ""year"": 2012}]",Jaipur,7.3,"{""last_active_date"": ""2026-04-01"", ""recruiter_response_rate"": 0.36, ""avg_response_time_hours"": 30.5, ""interview_completion_rate"": 0.57, ""offer_acceptance_rate"": 0.39, ""verified_email"": true, ""verified_phone"": false, ""linkedin_connected"": false}",1439000.0,2340000.0
CAND_000198,AI Research Engineer | Quanta Systems,"3.8 years of experience in software engineering. Skilled in docker, sentence transformers, pytorch, natural language processing.",AI Research Engineer,"[{""name"": ""docker"", ""endorsements"": 19, ""duration_months"": 37, ""proficiency"": ""advanced""}, {""name"": ""sentence transformers"", ""endorsements"": 1, ""duration_months"": 51, ""proficiency"": ""expert""}, {""name"": ""pytorch"", ""endorsements"": 4, ""duration_months"": 28, ""proficiency"": ""beginner""}, {""name"": ""natural language processing"", ""endorsements"": 14, ""duration_months"": 54, ""proficiency"": ""expert""}, {""name"": ""large language models"", ""endorsements"": 1, ""duration_months"": 8, ""proficiency"": ""beginner""}, {""name"": ""data pipelines"", ""endorsements"": 8, ""duration_months"": 56, ""proficiency"": ""beginner""}, {""name"": ""model deployment"", ""endorsements"": 10, ""duration_months"": 41, ""proficiency"": ""beginner""}, {""name"": ""python"", ""endorsements"": 9, ""duration_months"": 39, ""proficiency"": ""expert""}, {""name"": ""deep learning"", ""endorsements"": 22, ""duration_months"": 24, ""proficiency"": ""beginner""}, {""name"": ""transformers"", ""endorsements"": 3, ""duration_months"": 50, ""proficiency"": ""beginner""}, {""name"": ""mlops"", ""endorsements"": 22, ""duration_months"": 16, ""proficiency"": ""intermediate""}, {""name"": ""recommendation systems"", ""endorsements"": 17, ""duration_months"": 50, ""proficiency"": ""expert""}, {""name"": ""gcp"", ""endorsements"": 4, ""duration_months"": 17, ""proficiency"": ""intermediate""}, {""name"": ""tensorflow"", ""endorsements"": 9, ""duration_months"": 43, ""proficiency"": ""advanced""}, {""name"": ""a/b testing"", ""endorsements"": 23, ""duration_months"": 3, ""proficiency"": ""expert""}]","[{""title"": ""AI Research Engineer"", ""company"": ""Nimbus Labs"", ""start_date"": ""2023-01-01"", ""end_date"": """", ""duration_months"": 22, ""is_current"": true, ""description"": ""Built and shipped production ML pipelines.""}, {""title"": ""Senior AI Engineer"", ""company"": ""Quanta Systems"", ""start_date"": ""2021-01-01"", ""end_date"": ""2022-12-31"", ""duration_months"": 23, ""is_current"": false, ""description"": ""Contributed to internal tooling and APIs.""}]","[{""degree"": ""B.Tech"", ""field_of_study"": ""Information Technology"", ""institution"": ""IIT Bombay"", ""year"": 2015}]",Singapore,3.8,"{""last_active_date"": ""2026-06-15"", ""recruiter_response_rate"": 0.84, ""avg_response_time_hours"": 20.2, ""interview_completion_rate"": 0.83, ""offer_acceptance_rate"": 0.53, ""verified_email"": true, ""verified_phone"": true, ""linkedin_connected"": true}",2231000.0,2868000.0
